name,size,cost,discount,original_name,original_price
1 CT. Certified Marquise Diamond Solitaire Engagement Ring in 14K Gold (I/I2), Na, $3999.99, 0, 1 CT. Certified Marquise Diamond Solitaire Engagement Ring in 14K Gold (I/I2), $3999.99
1-1/2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), Na, $7799.99, 0, 1-1/2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $7799.99
2 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), Na, $12499.99, 0, 2 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $12499.99
Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), 1 CT. T.W., $3999.99, 0, 1 CT. T.W. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $3999.99
Composite Diamond Octagonal Frame Outline Ring in 10K Gold, 1/5 CT. T.W., $429.99, 20%, 1/5 CT. T.W. Composite Diamond Octagonal Frame Outline Ring in 10K Gold, $429.99  (20% off)
1- Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), 1/2 CT. T.W., $7799.99, 0, 1-1/2 CT. T.W. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $7799.99
2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), Na, $12499.99, 0, 2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $12499.99
1 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), Na, $3999.99, 0, 1 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $3999.99
Certified Cushion-Cut Diamond Solitaire Ring in 14K White Gold (I/I2), 1 CT. T.W., $3999.99, 0, 1 CT. T.W. Certified Cushion-Cut Diamond Solitaire Ring in 14K White Gold (I/I2), $3999.99
Certified Oval Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), 1 CT. T.W., $3999.99, 0, 1 CT. T.W. Certified Oval Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $3999.99
1 CT. Diamond Solitaire Ring in 10K White Gold (I/I3), Na, $2999.99, 0, 1 CT. Diamond Solitaire Ring in 10K White Gold (I/I3), $2999.99
1 CT. Certified Diamond Solitaire Engagement Ring in 14K Gold (I/I2), Na, $3999.99, 0, 1 CT. Certified Diamond Solitaire Engagement Ring in 14K Gold (I/I2), $3999.99
Marilyn Monroe™ Collection  Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold, 1 CT. T.W., $4999.99, 0, Marilyn Monroe™ Collection 1 CT. T.W. Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold, $4999.99
Marilyn Monroe™ Collection  Composite Pear-Shaped Diamond Scallop Shank in 14K Rose Gold, 5/8 CT. T.W., $1299.99, 0, Marilyn Monroe™ Collection 5/8 CT. T.W. Composite Pear-Shaped Diamond Scallop Shank in 14K Rose Gold, $1299.99
1- GIA-Graded Radiant-Cut Diamond Frame Vintage-Style Engagement Ring in 14K White Gold (I/SI2), 1/4 CT. T.W., $4299.99, 20%, 1-1/4 CT. T.W. GIA-Graded Radiant-Cut Diamond Frame Vintage-Style Engagement Ring in 14K White Gold (I/SI2), $4299.99  (20% off)
1/4 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), Na, $599.99, 0, 1/4 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $599.99
1-1/2 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), Na, $7799.99, 0, 1-1/2 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $7799.99
1/2 CT. Diamond Solitaire Engagement Ring in 14K Gold (I/I2), Na, $1499.99, 0, 1/2 CT. Diamond Solitaire Engagement Ring in 14K Gold (I/I2), $1499.99
1/3 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), Na, $799.99, 0, 1/3 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $799.99
Certified Diamond Solitaire Engagement Ring in 14K Gold (I/I2), 1 CT. T.W., $3999.99, 0, 1 CT. T.W. Certified Diamond Solitaire Engagement Ring in 14K Gold (I/I2), $3999.99
Marilyn Monroe™ Collection  Marquise Diamond Frame Art Deco Engagement Ring in 14K White Gold, 3/4 CT. T.W., $2399.99, 0, Marilyn Monroe™ Collection 3/4 CT. T.W. Marquise Diamond Frame Art Deco Engagement Ring in 14K White Gold, $2399.99
Love's Destiny by Zales  Certified Oval Diamond Frame Engagement Ring in 14K White Gold (I/SI2), 1 CT. T.W., $3599.99, 0, Love's Destiny by Zales 1 CT. T.W. Certified Oval Diamond Frame Engagement Ring in 14K White Gold (I/SI2), $3599.99
1/2 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), Na, $1499.99, 0, 1/2 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $1499.99
1/3 CT. Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), Na, $799.99, 0, 1/3 CT. Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $799.99
Celebration Ideal 1- Oval Diamond Frame Bridal Set in 14K White Gold (I/I1), 1/2 CT. T.W., $5799.99, 0, Celebration Ideal 1-1/2 CT. T.W. Oval Diamond Frame Bridal Set in 14K White Gold (I/I1), $5799.99
Marilyn Monroe™ Collection  Diamond Collar Engagement Ring in 14K Rose Gold, 3/4 CT. T.W., $2299.99, 0, Marilyn Monroe™ Collection 3/4 CT. T.W. Diamond Collar Engagement Ring in 14K Rose Gold, $2299.99
Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), 1/4 CT. T.W., $599.99, 0, 1/4 CT. T.W. Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $599.99
3/4 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), Na, $2599.99, 0, 3/4 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $2599.99
1/5 CT. Diamond Solitaire Vintage-Style Engagement Ring in 14K Two-Tone Gold (I/I2), Na, $549.99, 0, 1/5 CT. Diamond Solitaire Vintage-Style Engagement Ring in 14K Two-Tone Gold (I/I2), $549.99
Marilyn Monroe™ Collection  Emerald-Cut Diamond Art Deco Vintage-Style Engagement Ring in 14K White Gold, 3/4 CT. T.W., $2999.99, 0, Marilyn Monroe™ Collection 3/4 CT. T.W. Emerald-Cut Diamond Art Deco Vintage-Style Engagement Ring in 14K White Gold, $2999.99
1/2 CT. Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), Na, $1499.99, 0, 1/2 CT. Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $1499.99
Diamond Solitaire Engagement Ring in 14K Gold (I/I2), 1/2 CT. T.W., $1499.99, 0, 1/2 CT. T.W. Diamond Solitaire Engagement Ring in 14K Gold (I/I2), $1499.99
Celebration Ideal  Diamond Frame Bridal Set in 14K White Gold (I/I1), 1 CT. T.W., $2699.99, 0, Celebration Ideal 1 CT. T.W. Diamond Frame Bridal Set in 14K White Gold (I/I1), $2699.99
Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), 1/3 CT. T.W., $799.99, 0, 1/3 CT. T.W. Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $799.99
Marilyn Monroe™ Collection  Composite Rectangle Diamond Ornate Frame Engagement Ring in 14K White Gold, 1 CT. T.W., $2299.99, 0, Marilyn Monroe™ Collection 1 CT. T.W. Composite Rectangle Diamond Ornate Frame Engagement Ring in 14K White Gold, $2299.99
Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), 1/2 CT. T.W., $1499.99, 0, 1/2 CT. T.W. Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $1499.99
Love's Destiny by Zales  Certified Pear-Shaped Diamond Frame Engagement Ring in 14K Two-Tone Gold (I/SI2), 2 CT. T.W., $6999.99, 0, Love's Destiny by Zales 2 CT. T.W. Certified Pear-Shaped Diamond Frame Engagement Ring in 14K Two-Tone Gold (I/SI2), $6999.99
Love's Destiny by Zales  Certified Pear-Shaped Diamond Frame Engagement Ring in 14K Two-Tone Gold (I/SI2), 1 CT. T.W., $2499.99, 0, Love's Destiny by Zales 1 CT. T.W. Certified Pear-Shaped Diamond Frame Engagement Ring in 14K Two-Tone Gold (I/SI2), $2499.99
Marilyn Monroe™ Collection  Diamond Octagonal Frame Art Deco Engagement Ring in 14K White Gold, 1/2 CT. T.W., $1199.99, 0, Marilyn Monroe™ Collection 1/2 CT. T.W. Diamond Octagonal Frame Art Deco Engagement Ring in 14K White Gold, $1199.99
Morganite and  Diamond Braid Engagement Ring in 14K Rose Gold, 1/3 CT. T.W., $1999.99, 20%, Morganite and 1/3 CT. T.W. Diamond Braid Engagement Ring in 14K Rose Gold, $1999.99  (20% off)
Marilyn Monroe™ Collection  Diamond Cushion Frame Engagement Ring in 14K White Gold, 3/4 CT. T.W., $2499.99, 0, Marilyn Monroe™ Collection 3/4 CT. T.W. Diamond Cushion Frame Engagement Ring in 14K White Gold, $2499.99
Marilyn Monroe™ Collection  Composite Diamond Sunburst Frame Engagement Ring in 14K White Gold, 1 CT. T.W., $2499.99, 0, Marilyn Monroe™ Collection 1 CT. T.W. Composite Diamond Sunburst Frame Engagement Ring in 14K White Gold, $2499.99
Love's Destiny by Zales  Certified Diamond Hexagon Frame Engagement Ring in 14K Two-Tone Gold (I/I1), 5/8 CT. T.W., $1499.99, 0, Love's Destiny by Zales 5/8 CT. T.W. Certified Diamond Hexagon Frame Engagement Ring in 14K Two-Tone Gold (I/I1), $1499.99
Emerald-Cut Swiss Blue Topaz and  Diamond Double Row Engagement Ring in 14K White Gold, 1/3 CT. T.W., $1299.99, 20%, Emerald-Cut Swiss Blue Topaz and 1/3 CT. T.W. Diamond Double Row Engagement Ring in 14K White Gold, $1299.99  (20% off)
Vera Wang Love Collection 1- Emerald-Cut Diamond Collar Engagement Ring in 14K White Gold, 1/8 CT. T.W., $5445.30, 0, Vera Wang Love Collection 1-1/8 CT. T.W. Emerald-Cut Diamond Collar Engagement Ring in 14K White Gold, Now  $5445.30
Celebration Ideal 1- Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold (I/I1), 1/2 CT. T.W., $3999.99, 0, Celebration Ideal 1-1/2 CT. T.W. Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold (I/I1), $3999.99
Love's Destiny by Zales  Certified Princess-Cut Diamond Frame Engagement Ring in 14K White Gold (I/I1), 1 CT. T.W., $2299.99, 0, Love's Destiny by Zales 1 CT. T.W. Certified Princess-Cut Diamond Frame Engagement Ring in 14K White Gold (I/I1), $2299.99
Love's Destiny by Zales  Certified Oval Diamond Frame Twist Engagement Ring in 14K Rose Gold (I/SI2), 7/8 CT. T.W., $2199.99, 0, Love's Destiny by Zales 7/8 CT. T.W. Certified Oval Diamond Frame Twist Engagement Ring in 14K Rose Gold (I/SI2), $2199.99
Love's Destiny by Zales  Certified Princess-Cut Diamond Engagement Ring in 14K Two-Tone Gold (I/I1), 1 CT. T.W., $2299.99, 0, Love's Destiny by Zales 1 CT. T.W. Certified Princess-Cut Diamond Engagement Ring in 14K Two-Tone Gold (I/I1), $2299.99
Celebration Ideal 1- Diamond Engagement Ring in 14K White Gold (I/I1), 5/8 CT. T.W., $4999.99, 0, Celebration Ideal 1-5/8 CT. T.W. Diamond Engagement Ring in 14K White Gold (I/I1), $4999.99
Celebration Ideal 2- Diamond Three Stone Engagement Ring in 14K White Gold (I/I1), 1/5 CT. T.W., $10999.99, 0, Celebration Ideal 2-1/5 CT. T.W. Diamond Three Stone Engagement Ring in 14K White Gold (I/I1), $10999.99
Love's Destiny by Zales 1- Certified Oval Diamond Double Frame Engagement Ring in 14K Two-Tone Gold (I/SI2), 1/2 CT. T.W., $4299.99, 0, Love's Destiny by Zales 1-1/2 CT. T.W. Certified Oval Diamond Double Frame Engagement Ring in 14K Two-Tone Gold (I/SI2), $4299.99
Celebration Ideal  Certified Diamond Engagement Ring in 14K White Gold (I/I1), 1 CT. T.W., $5499.99, 10%, Celebration Ideal 1 CT. T.W. Certified Diamond Engagement Ring in 14K White Gold (I/I1), $5499.99  (10% off)
Celebration Ideal  Oval Diamond Three Stone Frame Engagement Ring in 14K Rose Gold (I/I1), 1 CT. T.W., $2699.99, 0, Celebration Ideal 1 CT. T.W. Oval Diamond Three Stone Frame Engagement Ring in 14K Rose Gold (I/I1), $2699.99
Celebration Ideal  Oval Diamond Frame Three Stone Engagement Ring in 14K White Gold (I/I1), 1 CT. T.W., $2999.99, 0, Celebration Ideal 1 CT. T.W. Oval Diamond Frame Three Stone Engagement Ring in 14K White Gold (I/I1), $2999.99
Celebration Ideal 1- Certified Diamond Frame Vintage-Style Engagement Ring in 14K White Gold (I/I1), 1/3 CT. T.W., $5699.99, 10%, Celebration Ideal 1-1/3 CT. T.W. Certified Diamond Frame Vintage-Style Engagement Ring in 14K White Gold (I/I1), $5699.99  (10% off)
Vera Wang Love Collection 2- Certified Pear-Shaped Diamond Engagement Ring in 14K White Gold (I/SI2), 1/3 CT. T.W., $24999.99, 0, Vera Wang Love Collection 2-1/3 CT. T.W. Certified Pear-Shaped Diamond Engagement Ring in 14K White Gold (I/SI2), $24999.99
Vera Wang Love Collection 1- Princess-Cut Diamond Solitaire Collar Engagement Ring in 14K White Gold, 1/10 CT. T.W., $6999.99, 0, Vera Wang Love Collection 1-1/10 CT. T.W. Princess-Cut Diamond Solitaire Collar Engagement Ring in 14K White Gold, $6999.99
Princess-Cut Diamond Vintage-Style Twist Shank Engagement Ring in 14K Rose Gold, 5/8 CT. T.W., $1899.99, 20%, 5/8 CT. T.W. Princess-Cut Diamond Vintage-Style Twist Shank Engagement Ring in 14K Rose Gold, $1899.99  (20% off)
1- Certified Diamond Multi-Row Engagement Ring in 14K White Gold (I/I2), 3/4 CT. T.W., $8999.99, 20%, 1-3/4 CT. T.W. Certified Diamond Multi-Row Engagement Ring in 14K White Gold (I/I2), $8999.99  (20% off)
Diamond Twist Shank Engagement Ring in 14K Gold, 1 CT. T.W., $2299.99, 20%, 1 CT. T.W. Diamond Twist Shank Engagement Ring in 14K Gold, $2299.99  (20% off)
Princess-Cut Diamond Engagement Ring in 14K White Gold (J/I3), 1 CT. T.W., $1999.99, 0, 1 CT. T.W. Princess-Cut Diamond Engagement Ring in 14K White Gold (J/I3), $1999.99
Vera Wang Love Collection  Diamond Solitaire Collar Engagement Ring in 14K White Gold, 5/8 CT. T.W., $2999.99, 0, Vera Wang Love Collection 5/8 CT. T.W. Diamond Solitaire Collar Engagement Ring in 14K White Gold, $2999.99
1- GIA-Graded Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold (I/VS2), 1/4 CT. T.W., $4999.99, 20%, 1-1/4 CT. T.W. GIA-Graded Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold (I/VS2), $4999.99  (20% off)
Vera Wang Love Collection 1- Diamond Hexagon Double Frame Engagement Ring in 14K White Gold, 5/8 CT. T.W., $4447.20, 0, Vera Wang Love Collection 1-5/8 CT. T.W. Diamond Hexagon Double Frame Engagement Ring in 14K White Gold, Now  $4447.20
Vera Wang Love Collection 1- Pear-Shaped Diamond Collar Engagement Ring in 14K White Gold, 1/8 CT. T.W., $5445.30, 0, Vera Wang Love Collection 1-1/8 CT. T.W. Pear-Shaped Diamond Collar Engagement Ring in 14K White Gold, Now  $5445.30
1- GIA-Graded Diamond Engagement Ring in 14K White Gold (I/SI2), 1/2 CT. T.W., $8499.99, 20%, 1-1/2 CT. T.W. GIA-Graded Diamond Engagement Ring in 14K White Gold (I/SI2), $8499.99  (20% off)
Vera Wang Love Collection 1- Certified Diamond Engagement Ring in 14K White Gold (I/SI2), 5/8 CT. T.W., $15559.00, 0, Vera Wang Love Collection 1-5/8 CT. T.W. Certified Diamond Engagement Ring in 14K White Gold (I/SI2), $15559.00
1- GIA-Graded Oval Diamond Frame Vintage-Style Engagement Ring in 14K White Gold (I/SI2), 3/8 CT. T.W., $8499.99, 20%, 1-3/8 CT. T.W. GIA-Graded Oval Diamond Frame Vintage-Style Engagement Ring in 14K White Gold (I/SI2), $8499.99  (20% off)
Vera Wang Love Collection 1- Certified Princess-Cut Diamond Engagement Ring in 14K White Gold (I/SI2), 5/8 CT. T.W., $15559.00, 0, Vera Wang Love Collection 1-5/8 CT. T.W. Certified Princess-Cut Diamond Engagement Ring in 14K White Gold (I/SI2), $15559.00
GIA-Graded Oval Diamond Frame Vintage-Style Engagement Ring in 14K White Gold (I/SI2), 1 CT. T.W., $3699.99, 20%, 1 CT. T.W. GIA-Graded Oval Diamond Frame Vintage-Style Engagement Ring in 14K White Gold (I/SI2), $3699.99  (20% off)
1 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), Na, $5299.99, 0, 1 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), $5299.99
1- GIA-Graded Pear-Shaped Diamond Double Frame Vintage-Style Engagement Ring in 14K Two-Tone Gold (I/VS2), 3/8 CT. T.W., $5999.99, 20%, 1-3/8 CT. T.W. GIA-Graded Pear-Shaped Diamond Double Frame Vintage-Style Engagement Ring in 14K Two-Tone Gold (I/VS2), $5999.99  (20% off)
1- GIA-Graded Diamond Frame Vintage-Style Engagement Ring in 14K Two-Tone Gold (I/SI2), 1/4 CT. T.W., $3999.99, 20%, 1-1/4 CT. T.W. GIA-Graded Diamond Frame Vintage-Style Engagement Ring in 14K Two-Tone Gold (I/SI2), $3999.99  (20% off)
2 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), Na, $14999.99, 0, 2 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), $14999.99
2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), Na, $14999.99, 0, 2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), $14999.99
3 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), Na, $39999.99, 0, 3 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), $39999.99
1-1/2 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), Na, $9999.99, 0, 1-1/2 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), $9999.99
Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), 1 CT. T.W., $5999.99, 0, 1 CT. T.W. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), $5999.99
1-1/2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), Na, $9999.99, 0, 1-1/2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), $9999.99
Certified Diamond Engagement Ring in 14K White Gold (I/I1), 1 CT. T.W., $5999.99, 0, 1 CT. T.W. Certified Diamond Engagement Ring in 14K White Gold (I/I1), $5999.99
1-1/5 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), Na, $6999.99, 0, 1-1/5 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/I1), $6999.99
1/2 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I3), Na, $1199.99, 0, 1/2 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I3), $1199.99
3 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), Na, $39999.99, 0, 3 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), $39999.99
1/4 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I3), Na, $699.99, 0, 1/4 CT. Diamond Solitaire Engagement Ring in 14K White Gold (I/I3), $699.99
Pear-Shaped Diamond Frame Engagement Ring in 14K White Gold, 1 CT. T.W., $2699.99, 0, 1 CT. T.W. Pear-Shaped Diamond Frame Engagement Ring in 14K White Gold, $2699.99
Diamond Frame Engagement Ring in 14K White Gold (I/I2), 3/8 CT. T.W., $1199.99, 0, 3/8 CT. T.W. Diamond Frame Engagement Ring in 14K White Gold (I/I2), $1199.99
Princess-Cut Diamond Twist Shank Engagement Ring in 14K White Gold (J/I3), 1 CT. T.W., $1999.99, 0, 1 CT. T.W. Princess-Cut Diamond Twist Shank Engagement Ring in 14K White Gold (J/I3), $1999.99
Diamond Frame Engagement Ring in 14K White Gold (I/I2), 7/8 CT. T.W., $2999.99, 0, 7/8 CT. T.W. Diamond Frame Engagement Ring in 14K White Gold (I/I2), $2999.99
2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), Na, $22999.99, 0, 2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), $22999.99
Diamond Frame Engagement Ring in 14K White Gold (I/I2), 3/4 CT. T.W., $2499.99, 0, 3/4 CT. T.W. Diamond Frame Engagement Ring in 14K White Gold (I/I2), $2499.99
Certified Diamond Collar Engagement Ring in 14K White Gold (I/I2), 1 CT. T.W., $4999.99, 0, 1 CT. T.W. Certified Diamond Collar Engagement Ring in 14K White Gold (I/I2), $4999.99
1- Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), 1/8 CT. T.W., $4999.99, 0, 1-1/8 CT. T.W. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/I2), $4999.99
1 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), Na, $6999.99, 0, 1 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), $6999.99
2 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), Na, $22999.99, 0, 2 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), $22999.99
1-1/2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), Na, $12999.99, 0, 1-1/2 CT. Certified Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), $12999.99
1 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), Na, $6999.99, 0, 1 CT. Certified Princess-Cut Diamond Solitaire Engagement Ring in 14K White Gold (I/SI2), $6999.99
